Team A0 1,Team B0 7
Team A3118 0,Team B3118 6
Team A3119 6,Team B3119 1
Team A3120 1,Team B3120 0
Team A3121 7,Team B3121 5
Team A3122 1,Team B3122 9
Team A3123 7,Team B3123 0
Team A3124 9,Team B3124 2
Team A3125 4,Team B3125 9
Team A3126 3,Team B3126 2
Team A3127 5,Team B3127 7
Team A3128 6,Team B3128 3
Team A3129 0,Team B3129 1
Team A3130 7,Team B3130 3
Team A3131 7,Team B3131 2
Team A3132 2,Team B3132 6
Team A3133 0,Team B3133 0
Team A3134 9,Team B3134 6
Team A3135 7,Team B3135 1
Team A3136 3,Team B3136 2
Team A3137 0,Team B3137 0
Team A3138 7,Team B3138 1
Team A3139 5,Team B3139 8
Team A3140 0,Team B3140 8
Team A3141 8,Team B3141 9
Team A3142 6,Team B3142 4
Team A3143 1,Team B3143 0
Team A3144 1,Team B3144 6
Team A3145 6,Team B3145 7
Team A3146 8,Team B3146 1
Team A3147 7,Team B3147 9
Team A3148 0,Team B3148 6
Team A3149 7,Team B3149 0
Team A3150 6,Team B3150 4
Team A3151 4,Team B3151 8
Team A3152 9,Team B3152 3
Team A3153 3,Team B3153 3
Team A3154 2,Team B3154 3
Team A3155 5,Team B3155 9
Team A3156 9,Team B3156 9
Team A3157 1,Team B3157 3
Team A3158 8,Team B3158 0
Team A3159 2,Team B3159 1
Team A3160 4,Team B3160 8
Team A3161 0,Team B3161 6
Team A3162 4,Team B3162 6
Team A3163 2,Team B3163 6
Team A3164 2,Team B3164 7
Team A3165 8,Team B3165 7
Team A3166 7,Team B3166 4
Team A3167 6,Team B3167 5
Team A3168 5,Team B3168 4
Team A3169 3,Team B3169 5
Team A3170 1,Team B3170 9
Team A3171 7,Team B3171 7
Team A3172 4,Team B3172 3
Team A3173 4,Team B3173 0
Team A3174 4,Team B3174 7
Team A3175 2,Team B3175 5
Team A3176 1,Team B3176 3
Team A3177 3,Team B3177 2
Team A3178 8,Team B3178 6
Team A3179 0,Team B3179 7
Team A3180 6,Team B3180 9
Team A3181 8,Team B3181 2
Team A3182 6,Team B3182 4
Team A3183 4,Team B3183 2
Team A3184 4,Team B3184 6
Team A3185 7,Team B3185 0
Team A3186 1,Team B3186 5
Team A3187 0,Team B3187 4
Team A3188 0,Team B3188 7
Team A3189 8,Team B3189 9
Team A3190 1,Team B3190 6
Team A3191 4,Team B3191 6
Team A3192 1,Team B3192 9
Team A3193 8,Team B3193 4
Team A3194 4,Team B3194 1
Team A3195 6,Team B3195 7
Team A3196 3,Team B3196 9
Team A3197 3,Team B3197 5
Team A3198 5,Team B3198 3
Team A3199 7,Team B3199 3
Team A3200 3,Team B3200 1
Team A3201 6,Team B3201 4
Team A3202 8,Team B3202 7
Team A3203 7,Team B3203 2
Team A3204 2,Team B3204 5
Team A3205 6,Team B3205 5
Team A3206 3,Team B3206 4
Team A3207 2,Team B3207 3
Team A3208 0,Team B3208 1
Team A3209 3,Team B3209 0
Team A3210 0,Team B3210 2
Team A3211 5,Team B3211 5
Team A3212 1,Team B3212 2
Team A3213 1,Team B3213 8
Team A3214 3,Team B3214 5
Team A3215 4,Team B3215 4
Team A3216 9,Team B3216 7
Team A3217 9,Team B3217 1
Team A3218 9,Team B3218 5
Team A3219 0,Team B3219 3
Team A3220 7,Team B3220 1
Team A3221 9,Team B3221 8
Team A3222 2,Team B3222 9
Team A3223 3,Team B3223 8
Team A3224 7,Team B3224 8
Team A3225 7,Team B3225 8
Team A3226 0,Team B3226 1
Team A3227 2,Team B3227 6
Team A3228 8,Team B3228 0
Team A3229 3,Team B3229 8
Team A3230 7,Team B3230 1
Team A3231 0,Team B3231 8
Team A3232 8,Team B3232 9
Team A3233 8,Team B3233 0
Team A3234 1,Team B3234 6
Team A3235 9,Team B3235 3
Team A3236 0,Team B3236 5
Team A3237 0,Team B3237 3
Team A3238 2,Team B3238 4
Team A3239 6,Team B3239 4
Team A3240 2,Team B3240 9
Team A3241 4,Team B3241 6
Team A3242 6,Team B3242 7
Team A3243 0,Team B3243 6
Team A3244 2,Team B3244 7
Team A3245 4,Team B3245 4
Team A3246 0,Team B3246 4
Team A3247 9,Team B3247 2
Team A3248 5,Team B3248 3
Team A3249 6,Team B3249 4
Team A3250 9,Team B3250 0
Team A3251 7,Team B3251 1
Team A3252 1,Team B3252 0
Team A3253 8,Team B3253 0
Team A3254 6,Team B3254 0
Team A3255 4,Team B3255 2
Team A3256 0,Team B3256 1
Team A3257 3,Team B3257 8
Team A3258 3,Team B3258 1
Team A3259 2,Team B3259 6
Team A3260 9,Team B3260 7
Team A3261 4,Team B3261 7
Team A3262 5,Team B3262 8
Team A3263 3,Team B3263 0
Team A3264 3,Team B3264 8
Team A3265 4,Team B3265 8
Team A3266 4,Team B3266 6
Team A3267 2,Team B3267 7
Team A3268 8,Team B3268 6
Team A3269 2,Team B3269 5
Team A3270 0,Team B3270 1
Team A3271 5,Team B3271 6
Team A3272 0,Team B3272 4
Team A3273 6,Team B3273 2
Team A3274 5,Team B3274 0
Team A3275 2,Team B3275 5
Team A3276 4,Team B3276 1
Team A3277 2,Team B3277 6
Team A3278 5,Team B3278 5
Team A3279 8,Team B3279 7
Team A3280 7,Team B3280 6
Team A3281 6,Team B3281 3
Team A3282 4,Team B3282 0
Team A3283 9,Team B3283 5
Team A3284 7,Team B3284 8
Team A3285 5,Team B3285 6
Team A3286 6,Team B3286 2
Team A3287 2,Team B3287 6
Team A3288 4,Team B3288 8
Team A3289 9,Team B3289 8
Team A3290 9,Team B3290 3
Team A3291 1,Team B3291 0
Team A3292 0,Team B3292 1
Team A3293 2,Team B3293 6
Team A3294 3,Team B3294 0
Team A3295 0,Team B3295 6
Team A3296 5,Team B3296 5
Team A3297 6,Team B3297 9
Team A3298 2,Team B3298 0
Team A3299 1,Team B3299 6
Team A3300 8,Team B3300 7
Team A3301 6,Team B3301 2
Team A3302 0,Team B3302 6
Team A3303 0,Team B3303 1
Team A3304 5,Team B3304 3
Team A3305 3,Team B3305 9
Team A3306 7,Team B3306 4
Team A3307 5,Team B3307 2
Team A3308 1,Team B3308 1
Team A3309 4,Team B3309 8
Team A3310 5,Team B3310 2
Team A3311 0,Team B3311 5
Team A3312 0,Team B3312 9
Team A3313 5,Team B3313 3
Team A3314 0,Team B3314 2
Team A3315 2,Team B3315 5
Team A3316 6,Team B3316 4
Team A3317 0,Team B3317 2
Team A3318 1,Team B3318 1
Team A3319 0,Team B3319 0
Team A3320 3,Team B3320 0
Team A3321 9,Team B3321 0
Team A3322 7,Team B3322 3
Team A3323 0,Team B3323 7
Team A3324 0,Team B3324 4
Team A3325 9,Team B3325 1
Team A3326 3,Team B3326 1
Team A3327 2,Team B3327 3
Team A3328 7,Team B3328 4
Team A3329 5,Team B3329 3
Team A3330 5,Team B3330 1
Team A3331 8,Team B3331 4
Team A3332 4,Team B3332 1
Team A3333 3,Team B3333 5
Team A3334 9,Team B3334 3
Team A3335 0,Team B3335 8
Team A3336 5,Team B3336 2
Team A3337 5,Team B3337 8
Team A3338 9,Team B3338 0
Team A3339 1,Team B3339 3
Team A3340 8,Team B3340 6
Team A3341 0,Team B3341 8
Team A3342 3,Team B3342 9
Team A3343 1,Team B3343 4
Team A3344 0,Team B3344 5
Team A3345 7,Team B3345 6
Team A3346 0,Team B3346 4
Team A3347 2,Team B3347 2
Team A3348 9,Team B3348 5
Team A3349 2,Team B3349 7
Team A3350 4,Team B3350 1
Team A3351 7,Team B3351 8
Team A3352 5,Team B3352 5
Team A3353 1,Team B3353 6
Team A3354 5,Team B3354 5
Team A3355 3,Team B3355 9
Team A3356 8,Team B3356 9
Team A3357 1,Team B3357 9
Team A3358 0,Team B3358 9
Team A3359 7,Team B3359 7
Team A3360 8,Team B3360 8
Team A3361 7,Team B3361 0
Team A3362 2,Team B3362 1
Team A3363 3,Team B3363 4
Team A3364 5,Team B3364 1
Team A3365 5,Team B3365 7
Team A3366 2,Team B3366 1
Team A3367 3,Team B3367 8
Team A3368 8,Team B3368 0
Team A3369 5,Team B3369 1
Team A3370 0,Team B3370 1
Team A3371 6,Team B3371 6
Team A3372 4,Team B3372 6
Team A3373 6,Team B3373 0
Team A3374 0,Team B3374 1
Team A3375 5,Team B3375 9
Team A3376 0,Team B3376 3
Team A3377 4,Team B3377 4
Team A3378 4,Team B3378 3
Team A3379 0,Team B3379 4
Team A3380 3,Team B3380 3
Team A3381 8,Team B3381 8
Team A3382 9,Team B3382 6
Team A3383 8,Team B3383 6
Team A3384 6,Team B3384 6
Team A3385 1,Team B3385 2
Team A3386 5,Team B3386 0
Team A3387 4,Team B3387 5
Team A3388 7,Team B3388 4
Team A3389 9,Team B3389 7
Team A3390 5,Team B3390 6
Team A3391 5,Team B3391 5
Team A3392 3,Team B3392 3
Team A3393 8,Team B3393 2
Team A3394 6,Team B3394 2
Team A3395 1,Team B3395 4
Team A3396 7,Team B3396 5
Team A3397 5,Team B3397 3
Team A3398 9,Team B3398 6
Team A3399 1,Team B3399 1
Team A3400 0,Team B3400 6
Team A3401 3,Team B3401 1
Team A3402 2,Team B3402 0
Team A3403 8,Team B3403 6
Team A3404 2,Team B3404 4
Team A3405 2,Team B3405 6
Team A3406 4,Team B3406 6
Team A3407 2,Team B3407 6
Team A3408 8,Team B3408 4
Team A3409 5,Team B3409 6
Team A3410 3,Team B3410 8
Team A3411 7,Team B3411 5
Team A3412 0,Team B3412 1
Team A3413 8,Team B3413 4
Team A3414 0,Team B3414 6
Team A3415 4,Team B3415 6
Team A3416 3,Team B3416 6
Team A3417 9,Team B3417 4
Team A3418 2,Team B3418 6
Team A3419 2,Team B3419 0
Team A3420 6,Team B3420 8
Team A3421 6,Team B3421 6
Team A3422 2,Team B3422 5
Team A3423 6,Team B3423 4
Team A3424 8,Team B3424 3
Team A3425 5,Team B3425 0
Team A3426 8,Team B3426 8
Team A3427 6,Team B3427 3
Team A3428 5,Team B3428 7
Team A3429 2,Team B3429 6
Team A3430 1,Team B3430 0
Team A3431 7,Team B3431 7
Team A3432 1,Team B3432 8
Team A3433 7,Team B3433 3
Team A3434 3,Team B3434 0
Team A3435 2,Team B3435 4
Team A3436 4,Team B3436 8
Team A3437 9,Team B3437 5
Team A3438 9,Team B3438 8
Team A3439 0,Team B3439 5
Team A3440 6,Team B3440 8
Team A3441 5,Team B3441 3
Team A3442 1,Team B3442 5
Team A3443 2,Team B3443 6
Team A3444 2,Team B3444 2
Team A3445 3,Team B3445 3
Team A3446 2,Team B3446 6
Team A3447 2,Team B3447 2
Team A3448 4,Team B3448 9
Team A3449 6,Team B3449 4
Team A3450 7,Team B3450 7
Team A3451 4,Team B3451 2
Team A3452 2,Team B3452 6
Team A3453 5,Team B3453 7
Team A3454 9,Team B3454 6
Team A3455 1,Team B3455 0
Team A3456 6,Team B3456 6
Team A3457 5,Team B3457 1
Team A3458 5,Team B3458 3
Team A3459 2,Team B3459 9
Team A3460 9,Team B3460 1
Team A3461 9,Team B3461 0
Team A3462 1,Team B3462 5
Team A3463 3,Team B3463 7
Team A3464 2,Team B3464 0
Team A3465 0,Team B3465 1
Team A3466 0,Team B3466 7
Team A3467 8,Team B3467 1
Team A3468 3,Team B3468 3
Team A3469 1,Team B3469 0
Team A3470 9,Team B3470 7
Team A3471 1,Team B3471 6
Team A3472 2,Team B3472 1
Team A3473 9,Team B3473 9
Team A3474 7,Team B3474 6
Team A3475 7,Team B3475 6
Team A3476 9,Team B3476 3
Team A3477 9,Team B3477 5
Team A3478 5,Team B3478 8
Team A3479 7,Team B3479 5
Team A3480 8,Team B3480 6
Team A3481 9,Team B3481 5
Team A3482 2,Team B3482 3
Team A3483 3,Team B3483 0
Team A3484 2,Team B3484 8
Team A3485 0,Team B3485 9
Team A3486 4,Team B3486 1
Team A3487 5,Team B3487 4
Team A3488 7,Team B3488 4
Team A3489 5,Team B3489 2
Team A3490 4,Team B3490 7
Team A3491 1,Team B3491 6
Team A3492 7,Team B3492 8
Team A3493 8,Team B3493 2
Team A3494 6,Team B3494 7
Team A3495 7,Team B3495 8
Team A3496 6,Team B3496 6
Team A3497 4,Team B3497 1
Team A3498 2,Team B3498 1
Team A3499 8,Team B3499 6
Team A3500 4,Team B3500 1
Team A3501 6,Team B3501 3
Team A3502 2,Team B3502 0
Team A3503 6,Team B3503 6
Team A3504 2,Team B3504 6
Team A3505 7,Team B3505 3
Team A3506 9,Team B3506 0
Team A3507 6,Team B3507 1
Team A3508 2,Team B3508 3
Team A3509 1,Team B3509 1
Team A3510 6,Team B3510 3
Team A3511 6,Team B3511 5
Team A3512 3,Team B3512 3
Team A3513 6,Team B3513 6
Team A3514 9,Team B3514 0
Team A3515 1,Team B3515 4
Team A3516 9,Team B3516 7
Team A3517 2,Team B3517 1
Team A3518 5,Team B3518 3
Team A3519 0,Team B3519 7
Team A3520 5,Team B3520 7
Team A3521 8,Team B3521 2
Team A3522 9,Team B3522 8
Team A3523 5,Team B3523 1
Team A3524 8,Team B3524 7
Team A3525 3,Team B3525 3
Team A3526 7,Team B3526 0
Team A3527 7,Team B3527 4
Team A3528 4,Team B3528 3
Team A3529 4,Team B3529 1
Team A3530 5,Team B3530 8
Team A3531 1,Team B3531 0
Team A3532 6,Team B3532 0
Team A3533 5,Team B3533 4
Team A3534 4,Team B3534 2
Team A3535 6,Team B3535 9
Team A3536 3,Team B3536 9
Team A3537 9,Team B3537 6
Team A3538 8,Team B3538 4
Team A3539 3,Team B3539 1
Team A3540 2,Team B3540 3
Team A3541 0,Team B3541 4
Team A3542 2,Team B3542 1
Team A3543 0,Team B3543 5
Team A3544 6,Team B3544 4
Team A3545 3,Team B3545 3
Team A3546 6,Team B3546 3
Team A3547 7,Team B3547 2
Team A3548 5,Team B3548 7
Team A3549 7,Team B3549 9
Team A3550 1,Team B3550 2
Team A3551 0,Team B3551 1
Team A3552 9,Team B3552 2
Team A3553 1,Team B3553 9
Team A3554 7,Team B3554 9
Team A3555 8,Team B3555 6
Team A3556 0,Team B3556 6
Team A3557 9,Team B3557 3
Team A3558 8,Team B3558 9
Team A3559 7,Team B3559 6
Team A3560 7,Team B3560 1
Team A3561 2,Team B3561 8
Team A3562 3,Team B3562 2
Team A3563 5,Team B3563 7
Team A3564 0,Team B3564 0
Team A3565 4,Team B3565 0
Team A3566 7,Team B3566 4
Team A3567 2,Team B3567 0
Team A3568 8,Team B3568 8
Team A3569 6,Team B3569 4
Team A3570 0,Team B3570 5
Team A3571 9,Team B3571 2
Team A3572 2,Team B3572 6
Team A3573 5,Team B3573 0
Team A3574 8,Team B3574 6
Team A3575 5,Team B3575 2
Team A3576 0,Team B3576 4
Team A3577 1,Team B3577 0
Team A3578 3,Team B3578 5
Team A3579 1,Team B3579 6
Team A3580 9,Team B3580 5
Team A3581 1,Team B3581 8
Team A3582 8,Team B3582 2
Team A3583 4,Team B3583 0
Team A3584 1,Team B3584 0
Team A3585 3,Team B3585 2
Team A3586 6,Team B3586 6
Team A3587 5,Team B3587 1
Team A3588 3,Team B3588 9
Team A3589 2,Team B3589 3
Team A3590 2,Team B3590 1
Team A3591 4,Team B3591 5
Team A3592 9,Team B3592 7
Team A3593 5,Team B3593 4
Team A3594 7,Team B3594 6
Team A3595 5,Team B3595 5
Team A3596 2,Team B3596 3
Team A3597 0,Team B3597 4
Team A3598 0,Team B3598 3
Team A3599 1,Team B3599 0
Team A3600 4,Team B3600 8
Team A3601 9,Team B3601 5
Team A3602 1,Team B3602 3
Team A3603 5,Team B3603 8
Team A3604 1,Team B3604 9
Team A3605 5,Team B3605 2
Team A3606 9,Team B3606 2
Team A3607 1,Team B3607 6
Team A3608 1,Team B3608 6
Team A3609 1,Team B3609 9
Team A3610 3,Team B3610 3
Team A3611 0,Team B3611 1
Team A3612 7,Team B3612 5
Team A3613 3,Team B3613 4
Team A3614 7,Team B3614 6
Team A3615 4,Team B3615 0
Team A3616 5,Team B3616 3
Team A3617 2,Team B3617 0
Team A3618 0,Team B3618 7
Team A3619 8,Team B3619 0
Team A3620 7,Team B3620 2
Team A3621 3,Team B3621 4
Team A3622 2,Team B3622 4
Team A3623 1,Team B3623 9
Team A3624 4,Team B3624 7
Team A3625 6,Team B3625 3
Team A3626 8,Team B3626 4
Team A3627 5,Team B3627 1
Team A3628 2,Team B3628 9
Team A3629 1,Team B3629 1
Team A3630 5,Team B3630 1
Team A3631 1,Team B3631 7
Team A3632 4,Team B3632 3
Team A3633 2,Team B3633 9
Team A3634 4,Team B3634 1
Team A3635 5,Team B3635 3
Team A3636 0,Team B3636 0
Team A3637 6,Team B3637 8
Team A3638 9,Team B3638 3
Team A3639 9,Team B3639 2
Team A3640 1,Team B3640 7
Team A3641 4,Team B3641 6
Team A3642 4,Team B3642 1
Team A3643 5,Team B3643 4
Team A3644 0,Team B3644 5
Team A3645 1,Team B3645 7
Team A3646 3,Team B3646 0
Team A3647 7,Team B3647 7
Team A3648 2,Team B3648 0
Team A3649 1,Team B3649 6
Team A3650 1,Team B3650 3
Team A3651 3,Team B3651 1
Team A3652 9,Team B3652 2
Team A3653 4,Team B3653 8
Team A3654 4,Team B3654 2
Team A3655 4,Team B3655 7
Team A3656 5,Team B3656 7
Team A3657 4,Team B3657 5
Team A3658 0,Team B3658 5
Team A3659 7,Team B3659 5
Team A3660 0,Team B3660 1
Team A3661 9,Team B3661 6
Team A3662 4,Team B3662 6
Team A3663 8,Team B3663 5
Team A3664 3,Team B3664 3
Team A3665 3,Team B3665 6
Team A3666 2,Team B3666 8
Team A3667 5,Team B3667 9
Team A3668 4,Team B3668 4
Team A3669 0,Team B3669 8
Team A3670 5,Team B3670 9
Team A3671 0,Team B3671 6
Team A3672 2,Team B3672 9
Team A3673 2,Team B3673 0
Team A3674 9,Team B3674 6
Team A3675 1,Team B3675 0
Team A3676 7,Team B3676 0
Team A3677 5,Team B3677 1
Team A3678 8,Team B3678 7
Team A3679 3,Team B3679 3
Team A3680 0,Team B3680 3
Team A3681 9,Team B3681 7
Team A3682 7,Team B3682 6
Team A3683 0,Team B3683 0
Team A3684 6,Team B3684 3
Team A3685 5,Team B3685 7
Team A3686 5,Team B3686 1
Team A3687 0,Team B3687 9
Team A3688 7,Team B3688 3
Team A3689 5,Team B3689 9
Team A3690 2,Team B3690 1
Team A3691 7,Team B3691 8
Team A3692 0,Team B3692 9
Team A3693 6,Team B3693 6
Team A3694 1,Team B3694 4
Team A3695 5,Team B3695 3
Team A3696 9,Team B3696 7
Team A3697 6,Team B3697 0
Team A3698 3,Team B3698 5
Team A3699 7,Team B3699 2
Team A3700 5,Team B3700 8
Team A3701 5,Team B3701 5
Team A3702 7,Team B3702 1
Team A3703 8,Team B3703 2
Team A3704 9,Team B3704 3
Team A3705 9,Team B3705 1
Team A3706 4,Team B3706 0
Team A3707 2,Team B3707 2
Team A3708 9,Team B3708 5
Team A3709 5,Team B3709 2
Team A3710 6,Team B3710 0
Team A3711 3,Team B3711 5
Team A3712 7,Team B3712 7
Team A3713 1,Team B3713 4
Team A3714 1,Team B3714 3
Team A3715 1,Team B3715 4
Team A3716 7,Team B3716 7
Team A3717 2,Team B3717 2
Team A3718 6,Team B3718 4
Team A3719 9,Team B3719 0
Team A3720 9,Team B3720 1
Team A3721 7,Team B3721 5
Team A3722 9,Team B3722 0
Team A3723 6,Team B3723 1
Team A3724 0,Team B3724 0
Team A3725 7,Team B3725 7
Team A3726 0,Team B3726 8
Team A3727 7,Team B3727 2
Team A3728 1,Team B3728 7
Team A3729 7,Team B3729 6
Team A3730 3,Team B3730 3
Team A3731 0,Team B3731 1
Team A3732 2,Team B3732 7
Team A3733 2,Team B3733 2
Team A3734 6,Team B3734 8
Team A3735 3,Team B3735 4
Team A3736 9,Team B3736 4
Team A3737 4,Team B3737 3
Team A3738 5,Team B3738 5
Team A3739 9,Team B3739 0
Team A3740 8,Team B3740 1
Team A3741 6,Team B3741 6
Team A3742 3,Team B3742 2
Team A3743 8,Team B3743 9
Team A3744 7,Team B3744 7
Team A3745 0,Team B3745 4
Team A3746 5,Team B3746 7
Team A3747 1,Team B3747 3
Team A3748 4,Team B3748 2
Team A3749 8,Team B3749 5
Team A3750 3,Team B3750 2
Team A3751 1,Team B3751 0
Team A3752 9,Team B3752 3
Team A3753 9,Team B3753 9
Team A3754 0,Team B3754 4
Team A3755 1,Team B3755 3
Team A3756 6,Team B3756 4
Team A3757 2,Team B3757 2
Team A3758 2,Team B3758 4
Team A3759 5,Team B3759 0
Team A3760 5,Team B3760 0
Team A3761 0,Team B3761 2
Team A3762 8,Team B3762 0
Team A3763 3,Team B3763 6
Team A3764 3,Team B3764 4
Team A3765 9,Team B3765 4
Team A3766 6,Team B3766 8
Team A3767 8,Team B3767 3
Team A3768 7,Team B3768 5
Team A3769 5,Team B3769 2
Team A3770 8,Team B3770 4
Team A3771 5,Team B3771 1
Team A3772 8,Team B3772 2
Team A3773 1,Team B3773 8
Team A3774 7,Team B3774 0
Team A3775 0,Team B3775 2
Team A3776 4,Team B3776 0
Team A3777 9,Team B3777 2
Team A3778 4,Team B3778 3
Team A3779 7,Team B3779 4
Team A3780 9,Team B3780 9
Team A3781 0,Team B3781 6
Team A3782 5,Team B3782 3
Team A3783 6,Team B3783 5
Team A3784 4,Team B3784 2
Team A3785 8,Team B3785 6
Team A3786 9,Team B3786 6
Team A3787 6,Team B3787 7
Team A3788 2,Team B3788 2
Team A3789 1,Team B3789 9
Team A3790 0,Team B3790 0
Team A3791 9,Team B3791 1
Team A3792 4,Team B3792 2
Team A3793 2,Team B3793 8
Team A3794 3,Team B3794 2
Team A3795 1,Team B3795 7
Team A3796 6,Team B3796 0
Team A3797 6,Team B3797 7
Team A3798 3,Team B3798 1
Team A3799 6,Team B3799 5
Team A3800 4,Team B3800 7
Team A3801 4,Team B3801 8
Team A3802 7,Team B3802 3
Team A3803 7,Team B3803 2
Team A3804 0,Team B3804 3
Team A3805 9,Team B3805 2
Team A3806 9,Team B3806 2
Team A3807 8,Team B3807 5
Team A3808 3,Team B3808 1
Team A3809 5,Team B3809 3
Team A3810 0,Team B3810 7
Team A3811 8,Team B3811 5
Team A3812 3,Team B3812 8
Team A3813 4,Team B3813 2
Team A3814 6,Team B3814 5
Team A3815 5,Team B3815 8
Team A3816 8,Team B3816 6
Team A3817 1,Team B3817 0
Team A3818 0,Team B3818 0
Team A3819 0,Team B3819 1
Team A3820 9,Team B3820 0
Team A3821 4,Team B3821 2
Team A3822 2,Team B3822 7
Team A3823 1,Team B3823 6
Team A3824 6,Team B3824 8
Team A3825 5,Team B3825 6
Team A3826 7,Team B3826 9
Team A3827 4,Team B3827 7
Team A3828 7,Team B3828 5
Team A3829 2,Team B3829 5
Team A3830 7,Team B3830 8
Team A3831 1,Team B3831 1
Team A3832 6,Team B3832 4
Team A3833 8,Team B3833 1
Team A3834 1,Team B3834 4
Team A3835 7,Team B3835 5
Team A3836 5,Team B3836 1
Team A3837 4,Team B3837 2
Team A3838 9,Team B3838 5
Team A3839 2,Team B3839 4
Team A3840 4,Team B3840 8
Team A3841 1,Team B3841 0
Team A3842 5,Team B3842 0
Team A3843 2,Team B3843 7
Team A3844 5,Team B3844 2
Team A3845 2,Team B3845 7
Team A3846 5,Team B3846 9
Team A3847 7,Team B3847 2
Team A3848 0,Team B3848 2
Team A3849 0,Team B3849 7
Team A3850 0,Team B3850 0
Team A3851 6,Team B3851 7
Team A3852 1,Team B3852 5
Team A3853 7,Team B3853 5
Team A3854 4,Team B3854 9
Team A3855 8,Team B3855 8
Team A3856 2,Team B3856 0
Team A3857 3,Team B3857 4
Team A3858 7,Team B3858 8
Team A3859 8,Team B3859 8
Team A3860 0,Team B3860 1
Team A3861 5,Team B3861 6
Team A3862 7,Team B3862 8
Team A3863 6,Team B3863 7
Team A3864 6,Team B3864 5
Team A3865 8,Team B3865 1
Team A3866 8,Team B3866 0
Team A3867 3,Team B3867 3
Team A3868 3,Team B3868 8
Team A3869 8,Team B3869 9
Team A3870 7,Team B3870 9
Team A3871 8,Team B3871 1
Team A3872 3,Team B3872 8
Team A3873 8,Team B3873 6
Team A3874 0,Team B3874 7
Team A3875 8,Team B3875 2
Team A3876 7,Team B3876 3
Team A3877 3,Team B3877 7
Team A3878 3,Team B3878 8
Team A3879 4,Team B3879 0
Team A3880 3,Team B3880 9
Team A3881 0,Team B3881 5
Team A3882 0,Team B3882 7
Team A3883 4,Team B3883 1
Team A3884 0,Team B3884 5
Team A3885 2,Team B3885 9
Team A3886 0,Team B3886 9
Team A3887 4,Team B3887 2
Team A3888 2,Team B3888 2
Team A3889 6,Team B3889 8
Team A3890 5,Team B3890 5
Team A3891 8,Team B3891 6
Team A3892 4,Team B3892 0
Team A3893 8,Team B3893 6
Team A3894 6,Team B3894 7
Team A3895 1,Team B3895 6
Team A3896 7,Team B3896 3
Team A3897 6,Team B3897 8
Team A3898 9,Team B3898 4
Team A3899 7,Team B3899 6
Team A3900 0,Team B3900 4
Team A3901 0,Team B3901 0
Team A3902 8,Team B3902 9
Team A3903 1,Team B3903 4
Team A3904 3,Team B3904 7
Team A3905 2,Team B3905 8
Team A3906 8,Team B3906 4
Team A3907 2,Team B3907 6
Team A3908 0,Team B3908 4
Team A3909 6,Team B3909 3
Team A3910 2,Team B3910 8
Team A3911 9,Team B3911 3
Team A3912 0,Team B3912 7
Team A3913 0,Team B3913 4
Team A3914 7,Team B3914 5
Team A3915 5,Team B3915 6
Team A3916 0,Team B3916 2
Team A3917 6,Team B3917 0
Team A3918 3,Team B3918 1
Team A3919 3,Team B3919 1
Team A3920 1,Team B3920 6
Team A3921 4,Team B3921 9
Team A3922 5,Team B3922 0
Team A3923 6,Team B3923 3
Team A3924 2,Team B3924 5
Team A3925 6,Team B3925 6
Team A3926 3,Team B3926 4
Team A3927 1,Team B3927 3
Team A3928 0,Team B3928 1
Team A3929 7,Team B3929 0
Team A3930 3,Team B3930 0
Team A3931 3,Team B3931 6
Team A3932 7,Team B3932 7
Team A3933 3,Team B3933 1
Team A3934 8,Team B3934 5
Team A3935 0,Team B3935 1
Team A3936 9,Team B3936 6
Team A3937 8,Team B3937 1
Team A3938 1,Team B3938 5
Team A3939 8,Team B3939 8
Team A3940 2,Team B3940 7
Team A3941 1,Team B3941 9
Team A3942 6,Team B3942 1
Team A3943 6,Team B3943 9
Team A3944 3,Team B3944 0
Team A3945 0,Team B3945 9
Team A3946 4,Team B3946 5
Team A3947 2,Team B3947 0
Team A3948 0,Team B3948 4
Team A3949 7,Team B3949 7
Team A3950 2,Team B3950 3
Team A3951 4,Team B3951 9
Team A3952 9,Team B3952 0
Team A3953 5,Team B3953 3
Team A3954 3,Team B3954 3
Team A3955 2,Team B3955 1
Team A3956 3,Team B3956 4
Team A3957 9,Team B3957 1
Team A3958 5,Team B3958 7
Team A3959 7,Team B3959 7
Team A3960 5,Team B3960 1
Team A3961 5,Team B3961 6
Team A3962 2,Team B3962 5
Team A3963 7,Team B3963 7
Team A3964 1,Team B3964 6
Team A3965 1,Team B3965 7
Team A3966 1,Team B3966 5
Team A3967 6,Team B3967 4
Team A3968 4,Team B3968 2
Team A3969 2,Team B3969 3
Team A3970 2,Team B3970 9
Team A3971 3,Team B3971 2
Team A3972 0,Team B3972 5
Team A3973 1,Team B3973 9
Team A3974 2,Team B3974 0
